Course_number_group,Term,Course_number,subject,score,course_units,Teacher
2531689_01,4021,2531689,مهندسي برق,10.25,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,----,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,12.5,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,12,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,18.75,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي كامپيوتر,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي كامپيوتر,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,11.25,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10.25,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10.75,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,18.5,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,15,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,----,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,11,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,17,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10.5,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10.5,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,18.5,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,14.25,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,13,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي كامپيوتر,9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,12.5,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,13.25,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10.75,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,18,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,----,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,17,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,13.5,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,10,4            ,اشرفي علي
2531689_01,4021,2531689,مهندسي برق,9.5,4            ,اشرفي علي
2531689_02,4021,2531689,مهندسي برق,12.25,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,20,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,15,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,11.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,12.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,20,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,----,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,18.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,20,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,20,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,12.5,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,18.5,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,10.25,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,14.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,17.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,11.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,18.25,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,14.25,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,----,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,13.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,----,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,20,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,----,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,18,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,----,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,12.5,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,12.25,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,13.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,----,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,----,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,15,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10.75,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,10,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي كامپيوتر,16.5,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,9.9,4            ,محجوب راضيه
2531689_02,4021,2531689,مهندسي برق,----,4            ,محجوب راضيه
2531689_03,4021,2531689,مهندسي كامپيوتر,----,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,10.1,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,12.5,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,----,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,14,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,----,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,11,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,----,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,13,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,17.5,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,14,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,13,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,18.6,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,15.4,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,13,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,15.3,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,18,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,18,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,18,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,14,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,20,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,19,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,10,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,19,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,----,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,14,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,14.1,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,----,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,14.3,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,20,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,17,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,20,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,17.5,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,18.5,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,12,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,15,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,10.6,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي برق,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,12,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,14,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,14.5,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,10.5,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,13,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,10.4,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,9.9,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,18,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,13,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,12,4            ,معدنشكاف علي
2531689_03,4021,2531689,مهندسي كامپيوتر,12.4,4            ,معدنشكاف علي
2531689_05,4021,2531689,مهندسي كامپيوتر,15,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,17,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,14.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,12.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,13,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,11,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,11.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,19,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,11,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,11,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,15.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,17.75,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,20,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,13.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,15,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,19.25,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,11,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,11,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,12,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,12.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,12.25,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,16.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,10,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,13.5,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9.9,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,----,4            ,شيباني عبداليوسفي مرجان
2531689_05,4021,2531689,مهندسي كامپيوتر,9,4            ,شيباني عبداليوسفي مرجان
2531180_04,4021,2531180,مهندسي عمران,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,13.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,----,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,13,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,13.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,14,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,19,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.9,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,14,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,11.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,9.75,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.9,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,----,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,19.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,10.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,----,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.9,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,11.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,----,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,9.9,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,11,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,----,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,8,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,10,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,14.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,9.9,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,14,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,17,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,9.9,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,15,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,----,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي برق,9.5,3            ,اكرم فرج اله
2531180_04,4021,2531180,مهندسي عمران,----,3            ,اكرم فرج اله
2531180_05,4021,2531180,مهندسي صنايع,19.55,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.7,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.25,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.25,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,12.05,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,13.57,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.7,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,13.85,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,12.35,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.7,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,20,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,20,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,12.2,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.2,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,10.4,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,19.4,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,12.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,18.4,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,12.2,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,13.55,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,16.7,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.75,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.5,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,15.4,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,17.85,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,10.95,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,12.3,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,----,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي كامپيوتر,19.3,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
2531180_05,4021,2531180,مهندسي صنايع,9.9,3            ,اكرمي سنزيق سيدابراهيم
